Tenure,Gender,Geography,salary_quantiles,balance_quantiles,age_quantiles,CreditScore,NumOfProducts,HasCrCard,Exited
2,Male,Germany,fifth,fifth,sixth,773,4,1,1
2,Male,Spain,second,fifth,third,614,1,1,0
8,Male,Spain,third,first,sixth,473,2,1,0
9,Male,Spain,sixth,fourth,first,850,1,1,0
9,Male,Spain,sixth,fourth,second,613,1,1,0
2,Male,Spain,sixth,first,fourth,509,1,0,0
9,Male,Spain,fourth,first,second,663,2,0,0
1,Female,Germany,third,fifth,third,673,3,0,0
8,Female,Germany,fourth,seventh,fourth,741,2,0,0
4,Female,Germany,first,third,fifth,498,2,1,1
2,Male,Spain,sixth,fourth,third,666,1,1,0
9,Female,Spain,fourth,fourth,second,733,1,1,0
6,Female,Germany,fifth,fifth,third,631,2,0,0
5,Female,Germany,fifth,sixth,sixth,714,1,1,0
6,Female,Germany,fourth,sixth,third,767,1,1,1
2,Male,Germany,sixth,third,fifth,711,2,1,0
9,Male,Spain,fourth,fourth,seventh,631,1,1,0
3,Male,Germany,second,fifth,fourth,701,2,0,0
2,Male,Spain,seventh,sixth,sixth,790,2,1,0
6,Male,Spain,fifth,fourth,seventh,633,1,1,0
5,Male,Spain,sixth,sixth,fifth,757,2,1,0
8,Male,Spain,sixth,first,third,649,2,1,0
0,Male,Spain,third,fifth,fourth,565,1,0,0
6,Female,Spain,fifth,seventh,seventh,648,2,1,1
3,Male,Germany,sixth,fifth,fifth,632,1,0,1
6,Female,Germany,seventh,fifth,second,785,1,0,0
3,Male,Germany,first,fifth,fifth,681,2,1,1
2,Female,Germany,sixth,fourth,second,621,2,1,0
6,Male,Spain,sixth,fifth,fourth,756,1,1,1
6,Female,Spain,fourth,first,fourth,717,2,1,0
2,Female,Germany,fourth,sixth,fifth,595,1,0,0
1,Female,Spain,first,sixth,fourth,539,2,0,0
8,Male,Spain,first,first,first,706,2,1,0
8,Female,Spain,second,sixth,first,677,1,1,0
7,Female,Germany,seventh,seventh,second,733,1,0,0
7,Female,Spain,fifth,first,fifth,684,1,1,0
1,Male,Spain,seventh,first,fifth,478,2,1,0
4,Female,Spain,sixth,first,third,686,2,1,0
1,Female,Germany,fifth,third,seventh,763,1,1,0
4,Female,Germany,sixth,fifth,fourth,617,2,1,1
5,Male,Germany,second,seventh,first,665,2,1,0
4,Female,Germany,second,fourth,seventh,491,1,1,1
7,Female,Spain,third,fifth,first,726,1,0,0
9,Male,Spain,second,first,third,745,2,1,0
5,Female,Germany,sixth,sixth,fourth,848,1,0,0
7,Male,Germany,sixth,third,fourth,664,1,1,0
3,Male,Germany,second,sixth,sixth,630,4,1,1
5,Male,Germany,fifth,seventh,fifth,618,2,0,0
2,Male,Spain,second,first,sixth,658,2,1,0
8,Male,Spain,fourth,third,first,598,2,1,0
0,Female,Spain,seventh,third,sixth,689,1,1,1
9,Male,Germany,fifth,fourth,sixth,749,1,0,1
2,Male,Germany,second,seventh,seventh,607,2,1,0
2,Female,Germany,first,fifth,first,650,1,1,0
10,Female,Spain,first,sixth,sixth,651,1,1,0
0,Male,Spain,seventh,fifth,sixth,714,1,0,0
7,Female,Spain,fourth,sixth,third,759,1,1,0
6,Male,Germany,seventh,fourth,seventh,610,2,0,0
4,Female,Germany,fifth,sixth,second,488,1,1,0
9,Male,Germany,second,fifth,sixth,599,1,1,1
9,Female,Germany,sixth,fourth,fourth,597,2,1,0
3,Female,Spain,seventh,first,first,561,2,1,0
5,Female,Germany,third,seventh,sixth,649,1,1,1
2,Male,Spain,seventh,first,second,672,2,1,0
9,Female,Germany,sixth,seventh,fourth,636,1,1,0
5,Female,Germany,fifth,third,fourth,593,1,1,0
6,Male,Germany,sixth,third,sixth,545,2,1,0
1,Female,Spain,first,first,fifth,567,2,1,0
10,Male,Spain,fifth,fifth,first,762,2,1,0
7,Male,Spain,fifth,first,third,648,2,0,0
2,Male,Spain,first,first,first,706,2,1,0
5,Female,Spain,sixth,first,fourth,484,2,1,0
0,Male,Germany,fifth,fourth,first,508,2,1,0
8,Male,Spain,seventh,first,third,484,2,1,0
1,Female,Spain,first,first,fourth,803,2,0,0
6,Female,Germany,third,fourth,sixth,724,2,1,1
9,Female,Spain,sixth,first,third,701,2,0,0
5,Male,Germany,fifth,sixth,first,651,1,0,0
0,Male,Germany,fifth,fifth,fifth,523,1,0,1
5,Male,Spain,fifth,first,fifth,593,1,1,0
5,Male,Germany,fifth,seventh,fourth,706,2,1,0
4,Female,Germany,first,third,sixth,714,1,1,1
9,Male,Spain,first,seventh,fourth,794,1,1,0
4,Male,Germany,fourth,fifth,sixth,518,1,0,1
7,Male,Germany,third,fifth,seventh,589,1,1,1
5,Female,Germany,fifth,sixth,fifth,719,3,1,1
3,Female,Germany,second,fifth,seventh,617,2,1,1
2,Female,Spain,fifth,seventh,sixth,637,1,1,1
2,Male,Germany,fifth,fifth,third,731,2,1,0
1,Female,Spain,third,first,fifth,569,1,1,1
4,Female,Germany,second,sixth,fourth,625,1,1,0
3,Male,Germany,seventh,fourth,second,663,1,1,0
5,Female,Germany,third,fourth,fifth,518,1,1,0
5,Female,Germany,sixth,seventh,fifth,686,2,1,0
4,Male,Germany,first,fifth,sixth,709,1,1,1
5,Male,Germany,fourth,fourth,second,701,1,0,0
9,Male,Germany,third,seventh,fourth,620,1,1,1
10,Male,Spain,seventh,first,sixth,557,2,1,0
7,Female,Spain,sixth,fifth,sixth,648,1,1,1
1,Female,Germany,fifth,fifth,fifth,737,1,1,1
4,Male,Spain,fourth,sixth,first,639,2,1,0
6,Female,Spain,third,first,fourth,815,1,1,0
9,Male,Spain,first,first,second,786,2,1,0
7,Female,Spain,first,seventh,fifth,614,1,0,1
4,Female,Spain,seventh,first,fourth,773,2,0,0
4,Male,Germany,third,third,third,762,2,1,1
1,Female,Spain,third,third,third,655,2,1,0
7,Male,Germany,fourth,seventh,second,602,2,1,0
4,Male,Spain,sixth,first,sixth,649,1,1,0
4,Male,Germany,second,sixth,first,850,1,1,1
10,Female,Spain,first,first,third,671,1,1,0
8,Female,Spain,third,fourth,fifth,706,1,1,0
7,Male,Germany,sixth,third,sixth,541,2,1,0
4,Male,Germany,second,sixth,third,711,2,1,0
3,Male,Spain,first,first,second,630,2,0,0
8,Male,Germany,sixth,sixth,fourth,631,2,0,1
8,Male,Spain,fifth,third,second,702,1,1,0
0,Female,Germany,seventh,fifth,fifth,708,1,1,1
7,Male,Spain,second,first,seventh,653,2,1,0
2,Male,Germany,seventh,sixth,fourth,654,2,0,0
9,Female,Germany,first,sixth,second,549,2,1,0
8,Female,Germany,fifth,sixth,first,815,1,1,0
8,Female,Spain,second,fourth,second,732,1,1,0
0,Female,Spain,fourth,sixth,seventh,580,1,0,0
2,Female,Germany,seventh,seventh,first,653,3,1,0
4,Female,Spain,fifth,sixth,fourth,684,1,1,0
5,Female,Germany,second,sixth,sixth,798,1,1,1
4,Female,Germany,third,third,fifth,742,1,0,1
3,Male,Germany,second,sixth,fourth,537,1,1,1
6,Female,Spain,second,fifth,seventh,759,1,1,0
8,Male,Germany,third,sixth,fifth,608,2,1,0
4,Male,Spain,first,first,fourth,704,2,0,0
1,Female,Germany,sixth,fourth,seventh,628,1,1,1
7,Male,Spain,first,first,seventh,701,2,0,0
10,Male,Spain,fourth,first,first,735,2,1,0
4,Female,Germany,first,fourth,first,663,2,0,0
10,Male,Germany,sixth,fifth,first,764,1,1,0
5,Female,Germany,fifth,fourth,sixth,537,1,0,1
9,Female,Spain,first,fifth,seventh,783,1,1,0
1,Female,Germany,fourth,sixth,sixth,678,1,0,1
4,Female,Spain,fourth,fifth,first,607,1,0,0
1,Female,Spain,second,first,fourth,537,2,0,0
10,Male,Spain,second,first,seventh,513,2,1,0
1,Male,Germany,first,sixth,fifth,660,1,1,1
4,Male,Germany,first,fourth,fourth,583,1,1,0
10,Female,Spain,third,third,second,763,1,0,0
3,Male,Germany,fourth,sixth,second,516,2,0,0
6,Male,Germany,fourth,sixth,third,727,1,1,1
3,Female,Spain,fifth,sixth,second,689,1,0,0
9,Male,Germany,seventh,seventh,sixth,626,2,1,0
4,Female,Germany,sixth,seventh,seventh,351,1,1,1
9,Female,Germany,sixth,third,fourth,451,1,1,0
2,Male,Germany,second,third,fourth,638,2,1,0
4,Male,Spain,fourth,fifth,fourth,567,1,0,0
7,Female,Spain,fourth,first,third,683,2,1,0
1,Female,Spain,first,first,first,645,2,0,0
4,Female,Germany,third,seventh,third,696,1,1,0
4,Female,Spain,sixth,first,first,612,2,1,0
3,Female,Germany,seventh,fourth,second,520,1,1,1
10,Male,Spain,fifth,fourth,first,782,1,1,0
2,Female,Germany,seventh,fourth,seventh,466,3,1,1
5,Female,Germany,fourth,fifth,fourth,691,1,1,0
0,Female,Spain,fourth,first,sixth,619,2,0,0
4,Female,Germany,seventh,sixth,fourth,607,1,0,0
8,Male,Spain,third,first,fifth,695,2,1,0
7,Female,Germany,second,fifth,third,679,1,1,0
4,Female,Germany,fifth,fourth,first,592,2,1,0
2,Male,Germany,fourth,fourth,third,592,2,1,0
0,Female,Spain,seventh,seventh,seventh,612,2,1,0
7,Male,Germany,seventh,fourth,seventh,498,1,1,1
4,Male,Germany,fourth,sixth,first,638,2,1,0
4,Male,Spain,second,first,sixth,782,1,1,1
6,Female,Spain,first,first,first,671,2,0,0
4,Male,Germany,third,sixth,sixth,607,1,1,0
5,Female,Germany,sixth,fourth,third,717,1,1,0
1,Male,Germany,sixth,sixth,fourth,651,2,0,1
6,Male,Spain,fourth,first,fourth,723,2,1,0
6,Female,Germany,fifth,third,sixth,584,2,1,1
8,Female,Germany,fourth,fourth,sixth,550,1,0,1
9,Male,Germany,fifth,third,fifth,549,3,1,1
1,Female,Spain,third,first,first,850,2,0,0
5,Male,Germany,second,third,third,668,2,0,0
0,Female,Spain,third,fifth,seventh,682,1,0,0
7,Female,Spain,third,third,sixth,599,2,1,0
8,Male,Spain,seventh,first,seventh,727,1,1,1
2,Male,Spain,first,sixth,second,756,1,0,0
4,Female,Spain,sixth,first,fifth,634,2,1,0
8,Female,Germany,fifth,fifth,second,727,2,1,0
2,Female,Germany,fourth,fourth,fourth,567,2,1,0
6,Female,Spain,third,first,second,650,1,0,1
1,Male,Spain,second,fifth,third,655,1,1,0
6,Female,Germany,fifth,seventh,first,660,1,1,0
6,Female,Germany,second,sixth,sixth,612,1,1,1
2,Female,Germany,sixth,fourth,fourth,641,1,1,0
5,Female,Spain,third,seventh,second,513,1,1,0
2,Male,Spain,sixth,first,fourth,689,2,1,0
9,Female,Germany,first,fourth,sixth,665,2,0,1
5,Male,Germany,sixth,fourth,sixth,551,1,1,1
4,Male,Spain,second,third,third,645,2,1,0
8,Male,Germany,fifth,sixth,first,616,1,1,0
0,Male,Germany,third,fifth,second,365,1,1,1
6,Female,Germany,first,sixth,fourth,697,1,1,1
7,Male,Spain,seventh,fifth,first,848,1,1,0
2,Male,Germany,second,sixth,fourth,634,1,1,0
6,Male,Germany,sixth,third,fourth,505,2,1,0
7,Male,Germany,fourth,seventh,sixth,692,2,0,0
6,Female,Germany,first,fourth,sixth,537,1,1,1
2,Female,Spain,fourth,seventh,fourth,592,1,1,0
1,Male,Spain,first,first,sixth,587,2,1,0
7,Male,Spain,third,third,seventh,550,1,0,0
9,Female,Spain,sixth,first,fifth,622,2,1,0
0,Male,Germany,fifth,sixth,first,594,2,1,0
7,Female,Germany,seventh,seventh,third,643,1,0,0
5,Female,Spain,first,fourth,third,635,2,1,0
3,Male,Spain,fifth,first,third,550,2,0,0
3,Female,Germany,fifth,fourth,seventh,546,4,1,1
9,Male,Spain,sixth,fifth,third,762,2,0,0
6,Male,Germany,fourth,seventh,sixth,692,4,0,1
8,Male,Spain,first,first,sixth,850,1,0,1
0,Male,Germany,third,seventh,first,627,2,1,0
3,Female,Spain,first,fifth,first,605,1,0,0
5,Male,Germany,fourth,sixth,first,567,1,1,0
2,Female,Germany,fourth,fifth,first,568,2,0,0
6,Male,Germany,sixth,third,first,571,2,1,0
2,Male,Germany,fourth,fourth,sixth,634,1,1,1
3,Female,Spain,sixth,first,fifth,768,1,0,1
3,Female,Germany,first,seventh,third,554,2,1,0
2,Male,Spain,first,first,sixth,638,2,1,0
9,Female,Spain,first,third,fifth,661,1,1,1
2,Male,Spain,fifth,first,second,702,2,1,0
3,Female,Germany,fifth,fourth,fourth,712,2,1,1
8,Female,Spain,sixth,first,second,625,2,1,0
6,Female,Germany,first,seventh,first,538,1,0,0
5,Female,Spain,fifth,fourth,first,637,1,1,0
5,Female,Spain,fifth,first,fourth,425,2,1,0
4,Male,Germany,second,seventh,fourth,850,2,0,0
3,Male,Spain,second,first,first,730,1,1,0
2,Male,Germany,second,third,sixth,850,2,1,0
5,Female,Spain,fourth,first,third,779,2,0,0
2,Male,Germany,sixth,seventh,fourth,670,3,0,1
2,Male,Spain,sixth,sixth,second,542,1,0,0
9,Male,Germany,fourth,sixth,second,612,1,1,1
7,Male,Spain,fifth,first,third,799,2,0,0
5,Male,Germany,fifth,third,fourth,745,2,1,0
1,Male,Germany,second,fourth,fifth,667,1,1,1
4,Female,Spain,third,fifth,third,520,1,1,0
5,Male,Germany,seventh,third,third,673,2,0,0
3,Female,Germany,first,seventh,first,656,2,1,0
9,Female,Spain,third,sixth,first,850,1,0,0
7,Female,Spain,seventh,first,first,574,2,0,0
0,Female,Germany,fourth,fourth,fifth,530,1,0,0
4,Male,Germany,fifth,fourth,second,558,1,1,0
2,Male,Spain,third,fourth,fifth,648,2,1,0
3,Male,Germany,fifth,fourth,first,628,2,0,0
8,Female,Germany,second,seventh,fourth,597,3,1,1
0,Female,Spain,fifth,third,fourth,698,1,1,0
8,Female,Germany,fourth,fourth,first,633,1,1,0
7,Male,Germany,first,fourth,sixth,459,1,1,1
4,Female,Spain,fifth,fourth,third,655,2,1,0
1,Female,Spain,fifth,third,first,630,1,1,0
1,Male,Germany,seventh,third,fourth,634,2,1,0
9,Female,Germany,fifth,third,second,565,1,1,0
9,Male,Spain,third,sixth,seventh,763,1,0,0
6,Male,Germany,third,fifth,seventh,775,2,1,0
9,Female,Germany,second,sixth,fifth,569,1,1,1
8,Female,Spain,fifth,fifth,seventh,726,3,0,1
3,Female,Germany,fourth,fourth,fifth,564,3,1,1
8,Female,Germany,fifth,fifth,fourth,453,1,1,0
3,Female,Germany,first,fourth,fourth,829,1,0,0
2,Male,Germany,third,fourth,seventh,754,2,1,0
10,Male,Germany,third,third,sixth,749,2,1,0
3,Male,Spain,first,sixth,second,670,1,0,0
1,Female,Germany,fourth,fourth,sixth,623,1,1,1
7,Female,Germany,second,third,fourth,641,2,0,0
2,Female,Germany,fifth,sixth,second,551,1,1,0
8,Male,Germany,sixth,fifth,third,741,2,1,0
3,Male,Spain,fourth,fifth,fifth,650,3,0,1
4,Male,Germany,first,sixth,third,650,1,1,0
7,Male,Spain,fourth,fifth,fourth,694,1,1,0
9,Male,Germany,second,sixth,sixth,655,1,1,0
8,Male,Germany,sixth,fifth,sixth,401,1,1,1
8,Female,Spain,fourth,seventh,second,698,1,0,1
7,Male,Spain,fifth,first,second,700,2,0,0
2,Male,Germany,second,fourth,seventh,557,1,1,0
6,Male,Germany,first,sixth,sixth,646,2,1,0
3,Male,Germany,seventh,fourth,first,719,2,1,0
6,Female,Germany,fifth,fifth,sixth,706,1,1,0
10,Female,Germany,third,seventh,first,598,1,1,0
1,Female,Germany,fifth,fifth,fourth,580,1,1,1
7,Male,Germany,sixth,third,first,714,1,1,0
6,Female,Germany,first,fifth,seventh,597,2,1,0
3,Male,Spain,first,fourth,sixth,850,2,1,1
8,Female,Germany,seventh,fifth,seventh,758,1,1,1
10,Female,Spain,fifth,first,seventh,604,2,1,0
9,Male,Germany,seventh,fourth,fourth,733,2,0,0
8,Male,Spain,fourth,fourth,fourth,778,2,1,0
9,Female,Germany,sixth,third,seventh,732,2,1,1
5,Female,Germany,fifth,fourth,fourth,821,2,0,0
9,Female,Germany,seventh,fifth,fourth,511,1,1,1
1,Male,Germany,fourth,third,fourth,540,1,1,0
0,Male,Spain,third,seventh,fifth,705,1,1,1
4,Male,Germany,first,fifth,fourth,540,1,1,0
3,Female,Spain,fourth,first,seventh,532,1,1,0
5,Male,Germany,fourth,seventh,first,627,1,1,0
2,Male,Germany,fifth,seventh,first,652,2,0,0
6,Male,Germany,fifth,seventh,first,579,1,1,0
8,Male,Spain,second,fifth,first,498,1,1,0
7,Female,Germany,fourth,third,fifth,705,1,1,0
0,Male,Spain,third,first,fourth,592,1,1,1
9,Female,Spain,third,first,third,695,2,1,0
2,Female,Germany,fifth,seventh,fourth,737,2,1,0
1,Male,Germany,fourth,fourth,fourth,694,2,1,0
8,Female,Spain,second,first,second,538,2,1,0
10,Female,Spain,second,fourth,second,714,2,1,0
3,Female,Spain,fifth,first,third,569,1,1,0
5,Female,Germany,second,fifth,seventh,668,1,0,0
9,Male,Spain,fourth,sixth,second,527,1,0,0
6,Male,Germany,sixth,third,fifth,553,2,1,0
1,Male,Spain,first,third,sixth,575,2,0,0
8,Male,Spain,third,first,fourth,683,1,1,0
6,Male,Spain,first,fifth,third,653,2,1,0
6,Female,Germany,fourth,fifth,sixth,549,1,0,0
2,Female,Spain,sixth,seventh,third,850,2,0,0
1,Female,Germany,first,fourth,second,558,1,1,0
4,Male,Spain,first,first,fourth,528,2,1,0
2,Male,Spain,fourth,first,sixth,513,1,1,1
6,Male,Germany,sixth,fourth,fourth,666,2,1,0
10,Male,Germany,fifth,fourth,sixth,599,1,1,1
4,Male,Germany,fifth,sixth,fourth,544,2,1,0
7,Male,Spain,third,fourth,fourth,529,2,1,1
5,Female,Spain,first,first,seventh,710,2,1,0
3,Female,Germany,second,fourth,sixth,432,1,1,1
3,Male,Spain,first,first,sixth,534,2,0,0
4,Male,Spain,second,first,second,551,2,1,0
8,Male,Germany,sixth,sixth,second,645,1,0,0
8,Male,Germany,first,seventh,fourth,708,1,1,0
1,Female,Spain,first,first,first,559,1,0,0
8,Male,Spain,third,third,third,545,2,1,1
0,Male,Spain,first,third,fourth,671,2,1,0
3,Male,Spain,seventh,fourth,sixth,439,4,1,1
1,Female,Germany,second,fifth,third,667,1,1,0
9,Male,Germany,seventh,third,second,831,1,1,0
7,Female,Spain,sixth,seventh,second,545,1,1,0
7,Female,Spain,second,sixth,third,604,1,1,0
5,Male,Spain,fourth,fifth,seventh,657,2,1,0
1,Female,Spain,seventh,sixth,third,487,1,1,0
6,Female,Germany,fifth,fourth,sixth,750,1,1,1
8,Female,Germany,seventh,fourth,fourth,694,2,1,1
2,Female,Germany,fifth,sixth,third,711,1,1,0
5,Male,Spain,fourth,first,fifth,660,2,1,0
1,Female,Germany,third,fourth,first,703,1,1,0
2,Male,Germany,seventh,sixth,fourth,795,2,1,0
5,Male,Spain,first,seventh,third,586,1,0,0
5,Female,Germany,sixth,sixth,second,613,2,1,0
7,Male,Germany,third,fourth,sixth,621,1,1,0
9,Female,Germany,second,seventh,first,528,2,1,0
8,Female,Spain,fourth,sixth,first,626,3,0,1
7,Male,Germany,third,seventh,second,680,1,0,0
6,Male,Spain,second,first,fifth,802,2,1,0
6,Male,Germany,first,third,fourth,594,2,1,0
1,Male,Germany,fifth,fifth,second,699,3,1,1
1,Female,Germany,second,sixth,sixth,489,1,1,1
4,Female,Germany,sixth,fourth,fourth,578,2,1,1
9,Female,Spain,sixth,first,fifth,538,1,0,0
8,Female,Germany,third,fourth,sixth,507,1,1,0
6,Male,Spain,first,third,third,685,1,0,0
4,Male,Germany,fifth,third,fifth,705,2,1,0
6,Female,Germany,fourth,sixth,first,499,1,1,0
0,Female,Germany,fourth,fifth,fourth,668,1,1,1
4,Male,Germany,third,fourth,second,744,1,1,0
7,Male,Germany,first,fifth,fifth,663,1,1,0
7,Female,Germany,sixth,fifth,fourth,638,2,1,0
8,Male,Spain,third,first,sixth,588,1,1,0
8,Male,Spain,first,fourth,third,687,2,1,0
6,Male,Spain,fifth,first,first,718,2,1,0
5,Female,Spain,fourth,first,first,711,2,1,0
9,Female,Spain,sixth,first,first,555,2,0,0
4,Male,Germany,seventh,fifth,first,835,1,0,1
4,Male,Spain,fourth,fourth,fourth,519,1,1,0
0,Female,Spain,second,seventh,fourth,734,1,1,0
7,Male,Germany,fifth,sixth,second,763,2,1,1
7,Female,Germany,seventh,fifth,first,778,1,1,0
7,Male,Spain,sixth,third,second,616,2,1,0
5,Male,Germany,sixth,sixth,third,499,2,1,0
5,Female,Germany,first,fifth,fourth,579,3,0,1
7,Female,Spain,third,first,third,696,2,1,0
2,Male,Spain,third,fourth,second,681,1,1,0
9,Male,Spain,second,sixth,fifth,641,1,1,0
9,Male,Germany,sixth,third,seventh,565,1,1,0
9,Female,Spain,seventh,sixth,sixth,505,3,1,1
3,Female,Spain,third,fourth,fifth,850,2,1,0
2,Male,Germany,second,fifth,fourth,616,2,1,0
3,Female,Spain,second,first,fifth,526,2,1,0
8,Male,Germany,seventh,sixth,third,523,1,1,0
0,Male,Germany,fifth,fourth,fifth,570,2,1,0
1,Female,Germany,second,fourth,first,676,1,0,1
1,Female,Spain,seventh,first,sixth,703,1,1,1
2,Male,Germany,fifth,fifth,first,491,1,0,0
8,Female,Spain,second,first,seventh,745,1,1,0
7,Female,Spain,third,third,sixth,729,2,1,0
4,Female,Spain,third,first,fifth,696,2,1,0
2,Female,Germany,second,fourth,second,786,2,0,0
5,Male,Germany,sixth,sixth,sixth,596,2,1,0
8,Male,Spain,second,first,second,526,1,1,0
3,Male,Spain,fifth,seventh,fifth,628,1,1,0
8,Male,Germany,first,third,fifth,674,2,1,0
2,Female,Spain,fifth,seventh,first,590,2,1,0
7,Female,Spain,sixth,first,first,648,2,1,0
5,Male,Germany,first,fifth,fifth,648,1,0,0
2,Female,Germany,fourth,fourth,sixth,697,2,1,0
10,Male,Spain,fifth,fourth,fourth,605,2,1,0
3,Female,Spain,fifth,third,sixth,495,3,1,1
9,Male,Germany,third,fourth,sixth,817,1,0,1
8,Female,Spain,first,fourth,first,829,2,1,0
10,Female,Germany,fourth,sixth,first,835,2,0,0
2,Male,Spain,sixth,third,first,649,1,1,0
1,Male,Germany,second,third,first,621,1,1,0
3,Female,Germany,fifth,sixth,second,658,1,0,1
7,Male,Spain,seventh,first,sixth,784,2,1,0
1,Female,Spain,seventh,sixth,fourth,783,1,1,0
1,Male,Spain,second,third,seventh,540,1,0,0
8,Female,Spain,third,first,seventh,680,2,1,0
3,Male,Germany,sixth,third,second,584,2,1,0
6,Male,Spain,first,fourth,third,506,2,1,0
10,Male,Germany,seventh,sixth,second,806,1,1,0
2,Male,Spain,fifth,first,second,674,2,1,0
0,Female,Germany,sixth,fourth,second,531,2,1,0
6,Female,Germany,fifth,fifth,fifth,614,1,1,1
2,Female,Germany,seventh,seventh,fifth,678,2,1,0
6,Male,Germany,second,sixth,second,587,1,1,0
6,Female,Spain,fourth,first,third,527,2,1,0
1,Female,Germany,second,sixth,third,757,2,0,0
3,Male,Spain,sixth,first,first,468,2,1,0
5,Male,Germany,fourth,third,first,538,1,1,0
3,Female,Spain,fourth,third,fifth,734,2,0,1
5,Male,Spain,fifth,fourth,fifth,627,1,0,0
3,Female,Germany,seventh,seventh,first,480,2,0,0
8,Male,Germany,first,third,seventh,613,1,0,1
3,Male,Germany,third,sixth,second,476,1,1,0
8,Male,Spain,seventh,third,seventh,696,1,1,0
3,Male,Germany,fifth,fourth,third,810,2,1,0
9,Male,Germany,first,seventh,second,763,1,1,0
5,Male,Germany,fifth,sixth,second,526,1,1,0
2,Female,Spain,seventh,fifth,second,597,1,1,1
1,Female,Spain,fifth,first,first,560,2,1,0
10,Female,Germany,first,sixth,sixth,850,1,0,1
8,Female,Germany,third,fifth,seventh,546,2,1,1
1,Male,Germany,fourth,sixth,fifth,623,2,1,0
3,Male,Spain,second,third,fifth,721,1,0,0
5,Female,Germany,second,sixth,sixth,680,1,0,1
7,Female,Spain,seventh,first,first,590,2,1,0
3,Male,Germany,sixth,fourth,first,634,1,1,0
4,Female,Spain,sixth,sixth,first,736,1,1,0
8,Male,Germany,fifth,fifth,second,776,1,0,1
6,Female,Spain,fifth,sixth,third,832,2,0,0
9,Male,Germany,second,sixth,fourth,631,2,1,0
5,Female,Spain,second,first,seventh,795,1,1,1
3,Female,Germany,second,fifth,fourth,648,2,0,0
4,Male,Spain,fifth,first,second,653,2,1,0
2,Female,Germany,first,fourth,first,710,2,0,1
8,Female,Germany,fourth,sixth,fifth,619,2,1,0
1,Male,Spain,seventh,third,seventh,648,1,0,0
2,Female,Germany,fourth,third,sixth,482,1,0,1
6,Male,Spain,sixth,third,fifth,752,1,1,0
8,Female,Spain,third,fifth,third,643,1,1,0
9,Female,Germany,fourth,seventh,third,573,2,0,0
7,Male,Spain,first,first,second,641,2,1,0
8,Female,Germany,second,sixth,fifth,692,1,1,1
5,Male,Spain,first,first,third,574,2,0,0
9,Male,Spain,third,first,third,470,2,0,0
7,Male,Spain,second,third,third,608,1,0,0
8,Female,Germany,fourth,fifth,fourth,649,1,1,1
4,Male,Germany,second,fifth,seventh,555,1,0,1
5,Male,Spain,third,first,fourth,677,2,1,0
2,Female,Germany,first,third,third,850,1,0,1
1,Male,Germany,first,sixth,second,665,1,0,0
6,Male,Spain,fifth,first,fifth,577,2,1,0
1,Male,Germany,first,fourth,first,722,2,1,0
9,Female,Spain,fourth,sixth,fourth,575,1,1,0
9,Male,Germany,fifth,seventh,seventh,667,1,1,1
9,Female,Germany,sixth,fourth,sixth,652,1,1,1
10,Female,Germany,fourth,sixth,third,637,2,1,0
8,Female,Spain,fourth,fourth,sixth,516,1,0,0
8,Male,Spain,fourth,first,seventh,554,2,1,0
0,Male,Germany,fifth,seventh,first,697,1,0,0
4,Male,Spain,first,first,third,599,2,0,0
4,Male,Spain,fifth,sixth,first,635,1,1,0
3,Male,Germany,sixth,third,sixth,547,3,0,1
9,Male,Germany,first,fifth,seventh,515,1,1,1
2,Male,Spain,first,seventh,seventh,667,1,0,0
8,Male,Germany,fourth,sixth,third,607,1,1,0
1,Female,Spain,third,fourth,sixth,606,1,1,0
1,Female,Germany,third,fifth,first,686,2,0,0
1,Male,Spain,first,seventh,sixth,827,1,1,0
6,Male,Germany,fifth,sixth,second,579,1,0,0
4,Female,Spain,second,fourth,seventh,598,1,1,0
10,Female,Germany,second,fifth,fourth,505,2,1,0
7,Male,Germany,fourth,sixth,second,576,2,0,0
2,Female,Spain,seventh,first,first,555,2,0,0
2,Male,Spain,third,fourth,fourth,776,1,0,0
2,Female,Germany,fifth,sixth,fifth,645,1,1,1
0,Female,Germany,sixth,fifth,second,850,1,0,0
1,Male,Germany,fifth,fourth,third,603,2,1,0
6,Male,Spain,first,third,third,595,1,1,0
9,Male,Spain,seventh,fourth,third,684,2,1,0
0,Female,Spain,third,first,second,673,1,1,0
7,Male,Spain,second,first,fourth,802,2,0,0
6,Female,Spain,second,first,first,762,2,1,0
8,Female,Germany,fourth,fourth,second,621,1,1,0
2,Female,Germany,seventh,sixth,second,631,2,1,0
3,Female,Germany,sixth,fourth,sixth,514,1,0,1
7,Male,Spain,third,first,first,791,1,1,0
0,Male,Germany,seventh,fourth,fifth,850,3,1,1
4,Male,Germany,fourth,fifth,sixth,552,1,1,1
7,Male,Spain,fourth,third,fourth,735,2,0,0
7,Female,Germany,first,fifth,third,698,1,1,0
2,Female,Spain,first,first,second,688,1,0,1
6,Male,Germany,third,sixth,sixth,511,1,0,1
1,Male,Spain,fourth,fourth,second,537,1,1,0
3,Female,Germany,seventh,fourth,fourth,707,1,1,0
7,Male,Germany,fifth,fourth,second,664,2,1,0
9,Male,Spain,sixth,third,second,584,1,0,0
4,Female,Spain,fifth,third,fifth,560,2,1,1
1,Female,Germany,seventh,third,sixth,794,1,1,0
