,tenure,gender,geography,salary_quantiles,age_quantiles,num_products,has_card
1699,8,1,0,0,1,2,0
1700,8,0,0,1,3,2,0
1701,9,1,0,3,0,2,1
1702,2,1,0,6,2,2,1
1703,4,0,0,5,2,1,0
1704,4,0,0,5,1,2,1
1705,6,1,0,3,4,1,1
1706,6,0,0,2,3,2,1
1707,8,1,0,4,3,1,1
1708,0,1,0,2,1,2,1
1709,2,1,0,3,2,2,1
1710,4,1,0,1,2,1,1
1711,7,1,0,5,3,1,1
1712,3,1,0,6,2,1,1
1713,8,1,0,2,1,2,1
1714,4,0,0,2,2,2,0
1715,6,0,0,6,0,1,1
1716,2,0,0,5,2,2,0
1717,4,0,0,6,4,3,1
1718,1,1,0,5,3,1,1
1719,4,1,0,3,1,1,1
1720,9,1,0,3,2,2,1
1721,4,0,0,0,3,1,1
1722,2,1,0,5,3,1,1
1723,9,0,0,5,2,2,0
1724,4,1,0,0,2,1,1
1725,8,1,0,0,5,1,0
1726,9,1,0,1,2,2,1
1727,4,1,0,6,4,2,1
1728,1,1,0,5,5,1,1
1729,2,1,0,1,2,1,1
1730,9,0,0,4,3,2,1
1731,1,1,0,4,5,2,1
1732,7,1,0,0,5,1,0
1733,4,1,0,6,3,2,1
1734,1,0,0,2,6,1,0
1735,6,1,0,1,1,1,1
1736,1,0,0,5,5,1,1
1737,3,0,0,3,3,1,1
1738,2,1,0,1,4,2,1
1739,9,1,0,6,5,2,1
1740,1,1,0,6,5,1,1
1741,0,0,0,2,1,2,1
1742,2,0,0,2,3,2,0
1743,2,1,0,2,3,2,1
1744,8,1,0,4,0,1,0
1745,9,1,0,1,1,1,1
1746,10,1,0,3,2,2,0
1747,1,1,0,2,5,1,1
1748,5,0,0,6,6,1,1
1749,8,0,0,2,2,2,0
1750,6,1,0,1,2,2,0
1751,1,1,0,1,6,2,0
1752,6,1,0,3,2,1,1
1753,9,0,0,6,1,1,0
1754,6,1,0,3,2,2,1
1755,7,1,0,2,3,1,1
1756,4,1,0,6,0,1,1
1757,3,1,0,4,3,2,1
1758,1,0,0,2,2,2,1
1759,3,1,0,5,0,2,1
1760,7,1,0,2,2,2,1
1761,9,1,0,2,3,1,1
1762,0,1,0,3,1,1,0
1763,7,1,0,6,4,1,0
1764,1,1,0,6,6,2,1
1765,3,1,0,6,5,2,1
1766,4,0,0,0,0,1,1
1767,1,0,0,2,6,1,1
1768,1,1,0,5,6,1,1
1769,3,1,0,0,0,2,1
1770,8,0,0,4,3,2,1
1771,0,0,0,6,5,1,1
1772,3,1,0,1,4,2,1
1773,8,1,0,6,3,2,1
1774,4,1,0,6,3,2,0
1775,5,1,0,2,3,1,1
1776,7,0,0,6,3,2,1
1777,6,1,0,2,2,2,1
1778,8,0,0,0,4,3,1
1779,8,0,0,1,2,1,1
1780,7,0,0,5,5,1,0
1781,8,0,0,4,5,2,1
1782,5,0,0,3,1,1,1
1783,6,1,0,2,2,1,1
1784,1,1,0,6,0,2,0
1785,6,1,0,1,3,2,1
1786,6,0,0,1,1,2,1
1787,3,1,0,3,6,1,1
1788,10,0,0,1,0,1,1
1789,4,1,0,2,5,2,1
1790,5,0,0,1,2,1,0
1791,7,0,0,0,2,2,1
1792,3,0,0,0,3,2,1
1793,9,0,0,3,5,1,1
1794,6,1,0,0,6,1,0
1795,6,0,0,3,1,2,0
1796,6,1,0,3,0,2,1
1797,1,0,0,3,4,2,1
1798,9,0,0,3,1,1,1
1799,7,0,0,4,6,2,1
1800,7,1,0,6,4,2,1
1801,7,1,0,6,6,2,1
1802,9,0,0,3,2,2,0
1803,1,0,0,1,4,1,1
1804,2,0,0,0,0,2,1
1805,2,0,0,0,0,2,1
1806,4,1,0,1,4,2,0
1807,2,0,0,1,5,1,1
1808,4,0,0,0,1,2,1
1809,6,1,0,0,5,2,0
1810,2,1,0,5,5,2,1
1811,4,0,0,4,6,1,1
1812,10,1,0,3,1,1,0
1813,3,0,0,2,1,1,0
1814,1,0,0,1,3,2,1
1815,5,1,0,2,1,1,1
1816,8,1,0,5,6,1,1
1817,0,1,0,3,3,1,1
1818,1,0,0,5,2,2,1
1819,4,0,0,4,6,1,1
1820,6,0,0,5,3,1,0
1821,6,0,0,1,6,1,0
1822,7,0,0,1,0,2,0
1823,2,1,0,0,0,2,1
1824,5,0,0,6,0,2,1
1825,4,1,0,3,2,1,0
1826,5,1,0,0,2,1,0
1827,7,1,0,3,0,1,1
1828,8,0,0,1,1,2,1
1829,7,1,0,4,3,1,1
1830,9,0,0,0,1,2,1
1831,7,1,0,1,2,2,1
1832,9,1,0,6,0,1,1
1833,1,1,0,1,3,2,0
1834,6,1,0,2,0,2,1
1835,5,1,0,2,1,2,1
1836,2,1,0,5,5,2,1
1837,9,1,0,0,1,1,1
1838,9,1,0,4,0,1,1
1839,6,1,0,1,2,1,1
1840,4,0,0,1,6,2,1
1841,4,1,0,5,1,1,1
1842,3,0,0,0,1,2,1
1843,7,0,0,0,5,1,1
1844,5,1,0,6,1,2,1
1845,3,1,0,6,3,2,1
1846,7,1,0,0,5,1,0
1847,8,0,0,1,6,2,1
1848,4,1,0,4,2,2,1
1849,3,0,0,1,6,1,1
1850,2,1,0,1,2,2,1
1851,5,0,0,0,1,2,1
1852,1,1,0,0,3,1,1
1853,4,0,0,0,1,2,1
1854,9,1,0,5,0,1,0
1855,4,0,0,5,1,1,0
1856,5,0,0,0,1,2,0
1857,4,0,0,2,6,1,1
1858,9,0,0,5,1,2,1
1859,2,0,0,1,3,1,1
1860,0,0,0,6,3,1,1
1861,2,0,0,5,3,2,1
1862,10,1,0,6,6,2,1
1863,1,0,0,1,2,1,1
1864,3,0,0,1,6,2,0
1865,5,1,0,0,1,2,1
1866,9,1,0,0,3,1,1
1867,6,0,0,0,4,2,1
1868,2,0,0,6,3,2,1
1869,10,1,0,6,4,1,1
1870,2,0,0,0,4,1,1
1871,3,1,0,3,0,1,0
1872,7,1,0,2,6,1,0
1873,4,0,0,3,1,2,0
1874,1,1,0,4,3,2,1
1875,2,1,0,3,4,2,1
1876,3,0,0,3,3,1,1
1877,4,1,0,2,3,1,1
1878,9,1,0,2,3,1,1
1879,1,1,0,6,2,1,1
1880,6,0,0,1,1,1,0
1881,9,1,0,2,3,2,1
1882,8,1,0,5,3,2,1
1883,10,0,0,0,0,1,0
1884,7,0,0,4,0,2,1
1885,4,0,0,2,1,1,0
1886,7,1,0,5,4,2,1
1887,1,0,0,5,3,1,1
1888,2,1,0,3,2,1,0
1889,7,0,0,0,1,2,1
1890,5,0,0,2,1,2,1
1891,7,0,0,5,2,1,0
1892,1,1,0,5,6,2,0
1893,7,1,0,0,3,2,1
1894,8,1,0,2,1,2,1
1895,3,1,0,0,2,2,1
1896,4,1,0,5,1,1,1
1897,4,1,0,6,6,1,1
1898,9,1,0,3,3,1,0
1899,8,1,0,5,6,2,1
1900,0,0,0,0,3,1,1
1901,0,1,0,4,3,2,1
1902,8,1,0,2,0,1,0
1903,3,0,0,2,3,1,1
1904,4,0,0,5,6,1,1
1905,4,0,0,6,1,2,0
1906,3,0,0,6,1,1,1
1907,6,1,0,3,0,1,0
1908,4,1,0,1,4,2,1
1909,9,0,0,3,3,2,1
1910,8,1,0,6,1,1,1
1911,9,0,0,1,2,1,1
1912,9,1,0,1,3,1,1
1913,7,1,0,5,1,1,1
1914,1,1,0,2,0,1,0
1915,0,0,0,2,6,1,1
1916,3,0,0,3,1,2,0
1917,7,0,0,0,0,2,0
1918,1,0,0,3,5,2,1
1919,5,0,0,6,6,1,0
1920,10,1,0,5,4,2,1
1921,3,1,0,1,1,2,1
1922,1,0,0,1,1,1,1
1923,3,1,0,3,4,1,1
1924,1,1,0,3,3,2,1
1925,10,1,0,5,3,1,1
1926,4,0,0,0,3,1,1
1927,3,0,0,3,1,2,0
1928,3,1,0,0,0,4,0
1929,4,1,0,3,1,1,0
1930,6,1,0,3,6,2,1
1931,7,1,0,0,5,2,1
1932,4,0,0,5,1,2,1
1933,3,0,0,5,3,1,1
1934,4,1,0,5,1,1,1
1935,4,1,0,1,1,2,0
1936,1,0,0,6,5,1,1
1937,2,1,0,3,4,2,0
1938,3,1,0,0,5,1,1
1939,8,0,0,0,4,2,1
1940,6,0,0,3,1,2,0
1941,7,1,0,4,2,1,0
1942,7,0,0,6,5,2,0
1943,4,1,0,1,6,2,1
1944,8,0,0,0,1,2,0
1945,7,0,0,2,3,1,0
1946,8,1,0,0,4,2,1
1947,4,1,0,0,0,1,0
1948,5,1,0,6,2,2,1
1949,2,0,0,6,2,2,1
1950,6,0,0,2,4,2,0
1951,2,1,0,0,2,1,0
1952,8,0,0,0,5,1,1
1953,7,0,0,5,3,1,1
1954,3,1,0,0,0,2,0
1955,6,1,0,0,5,1,1
1956,1,1,0,6,0,2,1
1957,7,1,0,2,6,1,0
1958,1,1,0,4,1,2,0
1959,0,0,0,4,2,1,1
1960,8,1,0,1,1,1,1
1961,2,0,0,5,0,1,0
1962,6,0,0,3,3,2,0
1963,9,1,0,3,0,2,1
1964,7,0,0,2,5,1,1
1965,3,1,0,4,0,1,1
1966,1,0,0,1,3,2,1
1967,9,0,0,1,2,1,0
1968,7,0,0,4,1,2,0
1969,6,1,0,3,5,1,1
1970,7,1,0,1,1,2,1
1971,1,0,0,2,1,1,1
1972,8,0,0,5,2,1,0
1973,7,0,0,3,5,1,0
1974,10,1,0,5,4,1,1
1975,1,0,0,5,6,2,0
1976,7,1,0,0,1,2,1
1977,7,0,0,0,5,1,1
1978,5,0,0,1,3,2,1
1979,1,0,0,6,3,3,0
1980,4,0,0,0,0,2,1
1981,10,0,0,3,5,2,1
1982,8,0,0,5,2,1,0
1983,6,1,0,0,2,1,1
1984,6,1,0,2,6,2,1
1985,5,1,0,5,2,1,1
1986,10,0,0,5,2,1,1
1987,5,0,0,5,1,1,0
1988,5,1,0,3,0,2,1
1989,2,1,0,0,1,1,1
1990,9,1,0,3,0,1,1
1991,1,1,0,1,0,2,1
1992,8,1,0,5,3,2,1
1993,9,0,0,3,6,2,0
1994,4,1,0,2,6,2,1
1995,1,0,0,5,1,1,1
1996,9,1,0,6,6,2,0
1997,3,1,0,2,3,2,1
1998,3,0,0,5,4,2,1
1999,8,0,0,4,3,2,0
2000,5,1,0,0,3,1,1
2001,2,1,0,3,0,2,1
2002,5,1,0,4,3,2,1
2003,5,0,0,1,2,1,1
2004,6,1,0,6,4,2,1
2005,7,0,0,3,1,1,0
2006,5,1,0,6,2,2,1
2007,9,1,0,6,0,1,0
2008,1,1,0,1,6,1,0
2009,4,1,0,4,3,2,1
2010,7,1,0,4,1,1,1
2011,3,1,0,3,2,1,1
2012,9,1,0,6,6,1,0
2013,9,1,0,6,1,1,1
2014,10,0,0,1,5,1,0
2015,7,1,0,0,4,1,1
2016,9,1,0,0,1,1,1
2017,6,1,0,5,6,2,1
2018,5,0,0,1,4,2,1
2019,4,1,0,3,2,2,1
2020,8,1,0,1,6,1,1
2021,7,0,0,3,6,1,1
2022,7,1,0,0,1,2,1
2023,1,1,0,5,1,1,1
2024,4,0,0,1,3,1,0
2025,6,1,0,3,2,1,0
2026,6,1,0,6,2,1,0
2027,9,1,0,0,6,3,1
2028,2,1,0,0,4,1,1
2029,7,1,0,2,6,2,0
2030,2,0,0,3,6,1,0
2031,3,1,0,4,6,2,1
2032,9,1,0,3,0,2,0
2033,4,0,0,0,6,2,0
2034,1,1,0,2,5,1,1
2035,1,1,0,6,3,2,0
2036,9,1,0,6,2,2,0
2037,3,1,0,6,2,2,1
2038,2,1,0,0,5,2,0
2039,2,0,0,6,6,1,0
2040,9,0,0,2,4,2,1
2041,2,1,0,2,6,1,1
2042,0,0,0,4,3,2,0
2043,8,1,0,0,1,1,1
2044,4,1,0,2,0,1,1
2045,6,0,0,3,4,2,1
2046,2,0,0,2,3,1,1
2047,1,0,0,6,1,1,0
2048,9,1,0,1,6,2,0
2049,7,1,0,2,2,1,1
2050,6,0,0,4,3,1,1
2051,3,1,0,6,1,1,1
2052,3,1,0,0,1,1,1
2053,5,1,0,3,3,1,1
2054,1,1,0,0,3,2,1
2055,1,1,0,2,1,2,1
2056,10,1,0,4,3,2,1
2057,1,0,0,3,6,1,1
2058,6,0,0,3,3,2,0
2059,1,0,0,5,6,2,1
2060,2,1,0,2,4,2,1
2061,9,0,0,5,2,1,1
2062,8,0,0,4,1,2,1
2063,7,1,0,5,2,1,0
2064,2,1,0,2,2,2,1
2065,6,1,0,2,2,2,1
2066,3,0,0,3,5,1,1
2067,3,1,0,5,1,2,0
2068,5,1,0,3,1,1,1
2069,5,1,0,4,1,2,1
2070,5,0,0,6,0,2,1
2071,0,0,0,0,5,3,0
2072,1,1,0,5,2,2,1
2073,7,0,0,4,6,2,1
2074,8,1,0,6,6,1,1
2075,9,1,0,1,2,2,1
2076,6,0,0,1,6,1,1
2077,5,1,0,5,6,1,1
2078,7,1,0,3,0,1,1
2079,10,1,0,5,5,2,1
2080,9,1,0,5,6,1,1
2081,5,0,0,6,0,1,1
2082,7,1,0,1,2,2,1
2083,9,1,0,5,1,1,1
2084,5,1,0,5,2,1,0
2085,4,1,0,5,0,1,0
2086,3,0,0,6,2,2,0
2087,3,0,0,1,2,1,0
2088,2,1,0,0,1,2,1
2089,0,0,0,5,6,2,1
2090,4,0,0,4,1,2,1
2091,5,0,0,4,3,2,1
2092,9,0,0,6,5,1,1
2093,4,1,0,2,6,1,1
2094,7,0,0,1,0,2,1
2095,0,1,0,3,6,1,1
2096,6,0,0,5,2,1,1
2097,0,1,0,3,3,1,1
2098,5,0,0,6,6,1,1
2099,3,0,0,4,3,1,1
2100,3,1,0,6,0,2,1
2101,2,0,0,6,5,1,1
2102,2,0,0,2,1,1,1
2103,4,0,0,2,5,2,1
2104,2,0,0,0,1,2,1
2105,5,0,0,0,0,1,0
2106,5,1,0,4,1,1,0
2107,4,1,0,1,3,2,1
2108,9,1,0,6,0,1,1
2109,10,0,0,6,2,1,1
2110,4,1,0,1,3,2,1
2111,3,1,0,3,2,2,1
2112,5,1,0,2,6,2,1
2113,7,1,0,2,4,1,1
2114,2,0,0,0,2,1,1
2115,8,1,0,2,0,2,1
2116,2,0,0,1,4,2,1
2117,8,1,0,6,1,2,1
2118,10,1,0,3,2,1,0
2119,2,0,0,6,6,1,1
2120,1,0,0,0,1,2,1
2121,1,0,0,6,5,2,1
2122,4,1,0,4,2,2,1
2123,5,0,0,2,2,1,1
2124,7,0,0,2,6,1,0
2125,4,1,0,4,3,1,0
2126,0,0,0,3,0,2,1
2127,8,0,0,1,2,1,0
2128,2,1,0,5,0,1,1
2129,0,1,0,6,0,1,1
2130,6,1,0,3,6,2,1
2131,0,0,0,2,3,2,1
2132,5,0,0,0,5,4,0
2133,1,0,0,4,1,1,1
2134,10,1,0,2,1,1,0
2135,6,0,0,5,5,1,1
2136,8,0,0,0,3,1,0
2137,7,1,0,2,5,1,1
2138,2,1,0,1,3,2,0
2139,6,1,0,1,6,1,1
2140,9,0,0,4,3,2,0
2141,9,0,0,3,0,2,1
2142,9,0,0,5,5,1,1
2143,0,1,0,4,5,1,1
2144,6,1,0,6,6,2,1
2145,3,0,0,1,1,3,1
2146,3,1,0,1,3,2,1
2147,6,1,0,5,4,1,0
2148,4,1,0,5,5,2,0
2149,10,0,0,4,5,2,1
2150,10,1,0,0,4,3,1
2151,2,1,0,0,6,2,1
2152,0,0,0,2,3,1,1
2153,1,0,0,1,2,1,0
2154,3,0,0,6,0,2,0
2155,2,0,0,2,6,2,1
2156,1,1,0,3,3,1,1
2157,7,0,0,1,5,2,1
2158,2,0,0,1,4,1,1
2159,1,1,0,6,2,2,1
2160,1,0,0,3,4,2,0
2161,5,1,0,1,2,2,0
2162,8,1,0,1,4,2,1
2163,9,0,0,1,2,2,0
2164,10,1,0,6,6,2,1
2165,6,1,0,3,4,2,1
2166,8,1,0,1,5,1,0
2167,8,0,0,5,6,2,1
2168,5,0,0,0,3,1,0
2169,2,1,0,6,5,1,1
2170,1,1,0,1,5,1,1
2171,4,1,0,1,6,1,1
2172,9,0,0,1,0,1,0
2173,2,0,0,0,2,2,1
2174,3,0,0,2,1,1,1
2175,4,0,0,3,3,2,1
2176,7,0,0,3,6,1,1
2177,5,1,0,3,6,1,0
2178,1,1,0,0,2,3,0
2179,2,0,0,5,3,2,0
2180,1,0,0,4,5,1,0
2181,6,1,0,1,6,2,0
2182,1,0,0,4,5,2,1
2183,1,0,0,1,4,1,1
2184,7,0,0,5,3,2,1
2185,10,1,0,1,6,2,1
2186,5,1,0,6,1,1,1
2187,9,1,0,1,5,2,0
2188,1,1,0,5,1,2,1
2189,1,1,0,2,2,2,1
2190,3,1,0,6,2,2,1
2191,6,0,0,5,3,1,1
2192,3,1,0,3,4,2,1
2193,2,0,0,0,3,2,1
2194,0,1,0,5,0,1,1
2195,3,1,0,2,2,1,0
2196,5,1,0,0,2,2,1
2197,8,1,0,0,0,1,1
2198,8,1,0,5,2,2,1
2199,9,1,0,4,0,2,0
2200,8,0,0,1,4,2,1
2201,1,0,0,6,4,2,1
2202,5,0,0,4,3,2,0
2203,4,1,0,3,1,2,1
2204,6,0,0,2,6,2,0
2205,8,1,0,3,6,1,0
2206,2,0,0,3,4,1,1
2207,2,1,0,6,3,2,0
2208,7,0,0,0,4,2,0
2209,4,0,0,6,2,1,1
2210,6,1,0,6,4,1,1
2211,1,1,0,1,0,2,0
2212,5,0,0,5,3,1,1
2213,4,1,0,0,0,1,0
2214,1,0,0,1,0,1,1
2215,5,0,0,5,5,1,1
2216,3,0,0,3,6,2,1
2217,8,0,0,6,6,2,1
2218,9,1,0,1,1,1,1
2219,1,1,0,5,5,1,1
2220,1,1,0,6,5,1,0
2221,4,0,0,3,2,2,0
2222,0,1,0,2,2,2,0
2223,4,0,0,3,1,2,1
2224,9,1,0,4,2,2,0
2225,1,0,0,1,5,1,1
2226,0,1,0,0,5,1,1
2227,9,1,0,2,5,1,1
2228,4,0,0,1,1,1,0
2229,5,1,0,1,3,1,1
2230,9,1,0,6,6,1,1
2231,8,0,0,2,1,1,1
2232,1,0,0,0,2,1,1
2233,6,0,0,2,2,1,0
2234,10,0,0,5,3,1,1
2235,6,1,0,6,5,2,1
2236,1,1,0,2,1,1,1
2237,8,0,0,1,3,1,1
2238,7,0,0,4,5,1,1
2239,2,1,0,2,3,2,1
2240,1,1,0,5,4,2,1
2241,3,0,0,0,1,2,1
2242,8,1,0,2,2,3,0
2243,6,0,0,1,6,1,1
2244,5,1,0,6,5,2,1
2245,8,1,0,1,2,1,1
2246,7,1,0,3,6,1,0
2247,3,0,0,6,0,2,0
2248,4,1,0,4,6,2,1
2249,4,0,0,6,3,1,1
2250,9,1,0,6,4,1,0
2251,4,1,0,0,0,2,1
2252,7,1,0,1,3,1,1
2253,9,0,0,2,0,1,1
2254,10,0,0,0,2,1,1
2255,7,1,0,2,0,2,1
2256,6,0,0,0,3,1,0
2257,1,1,0,3,3,1,1
2258,1,1,0,3,1,1,1
2259,3,1,0,0,3,2,0
2260,1,0,0,6,3,2,1
2261,4,0,0,6,5,1,1
2262,2,1,0,1,2,1,1
2263,6,0,0,2,6,2,1
2264,8,1,0,0,1,2,1
2265,3,1,0,5,2,1,1
2266,4,1,0,2,3,1,0
2267,1,0,0,5,6,1,1
2268,10,1,0,2,0,2,0
2269,2,1,0,2,3,1,0
2270,6,0,0,3,2,1,1
2271,9,1,0,6,0,2,1
2272,6,1,0,6,6,1,1
2273,9,0,0,6,0,1,1
2274,6,0,0,6,2,2,1
2275,7,1,0,3,1,1,1
2276,2,0,0,2,5,1,1
2277,1,0,0,5,2,2,0
2278,7,0,0,0,1,2,1
2279,8,1,0,3,2,1,1
2280,10,1,0,3,1,2,1
2281,6,1,0,2,5,1,1
2282,2,0,0,3,5,2,1
2283,3,0,0,6,3,1,1
2284,7,1,0,4,3,1,1
2285,1,0,0,0,4,2,0
2286,3,1,0,1,1,2,1
2287,5,0,0,2,2,2,0
2288,5,1,0,3,1,1,0
2289,6,0,0,5,3,2,0
2290,2,1,0,0,5,1,1
2291,6,0,0,6,1,2,1
2292,1,1,0,1,3,1,1
2293,7,1,0,1,3,2,1
2294,2,1,0,3,2,2,1
2295,3,1,0,0,6,1,1
2296,9,0,0,3,6,2,1
2297,9,0,0,0,1,2,1
2298,8,0,0,6,5,1,1
2299,6,1,0,2,3,2,1
2300,4,0,0,3,2,2,1
2301,3,0,0,1,2,1,0
2302,5,1,0,3,1,2,1
2303,7,1,0,3,6,2,1
2304,5,0,0,6,1,2,0
2305,5,0,0,6,2,1,0
2306,2,0,0,5,2,2,1
2307,6,1,0,4,3,1,0
2308,5,1,0,2,1,2,0
2309,6,0,0,5,4,1,1
2310,3,1,0,5,3,2,1
2311,10,1,0,5,3,1,0
2312,8,1,0,4,6,2,0
2313,1,1,0,3,4,2,1
2314,5,0,0,3,1,1,0
2315,3,1,0,4,2,2,1
2316,8,1,0,5,1,2,1
2317,3,1,0,3,4,1,0
2318,4,0,0,6,5,1,1
2319,7,0,0,3,2,1,1
2320,8,1,0,5,1,2,1
2321,8,0,0,5,1,2,1
2322,8,1,0,2,3,2,1
2323,4,1,0,4,2,2,1
2324,3,0,0,5,5,2,0
2325,5,1,0,4,4,2,1
2326,0,1,0,2,5,1,0
2327,8,0,0,2,2,1,1
2328,4,1,0,3,5,2,1
2329,6,1,0,3,2,1,1
2330,2,1,0,3,3,2,1
2331,7,0,0,3,3,2,1
2332,7,1,0,3,1,1,0
2333,6,1,0,6,5,1,1
2334,6,0,0,5,0,2,0
2335,9,1,0,4,5,2,0
2336,5,0,0,0,2,1,1
2337,5,0,0,5,0,1,0
2338,6,1,0,4,5,1,0
2339,2,0,0,2,6,2,1
2340,7,0,0,3,5,2,0
2341,2,1,0,5,0,2,1
2342,4,0,0,2,5,1,0
2343,1,1,0,1,1,1,1
2344,2,0,0,1,0,1,1
2345,2,1,0,3,3,2,1
2346,5,1,0,0,2,2,1
2347,7,1,0,6,3,2,1
2348,3,1,0,0,2,2,1
2349,6,0,0,1,2,1,1
2350,8,1,0,4,4,1,0
2351,6,1,0,5,3,2,0
2352,7,1,0,0,4,2,1
2353,10,1,0,6,3,1,1
2354,4,1,0,5,3,1,1
2355,0,0,0,1,1,2,1
2356,1,0,0,5,3,1,0
2357,1,0,0,0,2,2,1
2358,3,1,0,3,6,2,1
2359,6,1,0,6,0,1,1
2360,2,1,0,5,5,1,1
2361,1,0,0,4,3,1,1
2362,8,1,0,4,1,2,1
2363,1,1,0,2,6,1,0
2364,1,1,0,0,6,2,1
2365,8,1,0,5,5,2,0
2366,6,1,0,6,2,1,1
2367,10,1,0,5,5,3,1
2368,1,1,0,6,3,2,1
2369,3,1,0,1,1,1,1
2370,2,1,0,1,5,2,1
2371,0,1,0,4,4,2,1
2372,7,0,0,4,6,2,1
2373,4,1,0,1,2,2,0
2374,2,1,0,0,2,2,1
2375,0,0,0,2,1,2,1
2376,7,0,0,5,4,1,1
2377,2,1,0,6,1,2,1
2378,8,1,0,3,5,2,0
2379,10,1,0,6,3,2,1
2380,1,1,0,3,0,2,1
2381,7,1,0,3,1,2,0
2382,7,1,0,1,1,2,1
2383,5,0,0,2,0,2,0
2384,10,0,0,0,6,1,0
2385,9,1,0,3,2,1,1
2386,6,1,0,5,2,2,1
2387,10,0,0,6,0,1,1
2388,8,1,0,5,2,1,1
2389,4,1,0,5,2,2,1
2390,0,1,0,5,2,1,0
2391,9,0,0,6,3,1,0
2392,6,1,0,2,5,1,1
2393,7,1,0,3,5,1,1
2394,1,0,0,1,3,2,0
2395,6,1,0,3,5,1,1
2396,3,0,0,0,6,1,1
2397,8,1,0,4,1,1,0
2398,5,1,0,3,4,1,1
2399,2,1,0,0,5,1,1
2400,7,0,0,3,6,1,1
2401,7,0,0,5,6,2,1
2402,4,1,0,0,5,3,1
2403,2,1,0,5,6,1,0
2404,6,1,0,3,3,2,0
2405,3,0,0,6,1,2,1
2406,3,1,0,2,3,1,1
2407,0,0,0,6,5,1,1
2408,5,0,0,6,2,1,0
2409,8,1,0,1,6,1,1
2410,3,1,0,3,3,1,1
2411,4,0,0,0,0,1,1
2412,2,1,0,3,1,1,1
2413,9,1,0,4,1,1,1
2414,7,1,0,2,1,1,0
2415,8,1,0,3,4,2,0
2416,7,1,0,6,1,2,0
2417,7,0,0,4,2,2,1
2418,10,1,0,2,2,2,1
2419,5,1,0,2,6,2,1
2420,7,0,0,1,3,2,1
2421,9,1,0,4,1,2,1
2422,6,0,0,2,3,1,1
2423,9,0,0,4,4,1,1
2424,1,0,0,5,1,1,1
2425,6,0,0,4,1,2,1
2426,7,1,0,5,3,2,1
2427,9,0,0,1,4,1,0
2428,3,0,0,2,4,1,0
2429,7,1,0,4,0,1,0
2430,8,0,0,4,5,1,1
2431,10,0,0,1,5,1,1
2432,9,1,0,0,5,1,0
2433,6,0,0,0,0,1,1
2434,4,1,0,2,2,1,1
2435,5,0,0,3,0,1,1
2436,5,0,0,6,1,1,1
2437,1,1,0,2,2,2,1
2438,3,0,0,4,0,2,1
2439,1,1,0,2,2,1,1
2440,1,0,0,1,3,1,0
2441,7,0,0,0,2,1,0
2442,5,1,0,2,2,2,0
2443,2,1,0,5,6,1,1
2444,7,0,0,1,0,1,1
2445,8,0,0,4,3,1,0
2446,7,0,0,0,4,1,0
2447,6,0,0,4,0,2,1
2448,7,1,0,1,3,1,0
2449,9,1,0,0,3,2,1
2450,7,0,0,0,1,2,0
2451,7,1,0,2,0,2,1
2452,8,1,0,6,6,1,1
2453,2,1,0,3,0,1,1
2454,5,1,0,1,3,1,0
2455,5,0,0,0,5,2,1
2456,2,1,0,6,2,1,0
2457,2,0,0,3,0,1,1
2458,10,1,0,1,1,2,0
2459,0,1,0,2,3,1,0
2460,2,1,0,6,3,1,1
2461,4,0,0,6,3,2,1
2462,8,0,0,1,4,1,1
2463,1,1,0,6,6,1,1
2464,10,0,0,5,0,2,0
2465,2,1,0,3,2,2,0
2466,6,1,0,0,2,2,1
2467,1,1,0,5,2,1,1
2468,2,1,0,2,5,2,1
2469,1,0,0,2,5,2,1
2470,7,0,0,0,3,2,1
2471,9,0,0,1,4,1,1
2472,8,0,0,2,6,2,0
2473,1,1,0,6,0,1,0
2474,10,1,0,0,6,1,0
2475,1,0,0,3,0,2,1
2476,0,1,0,2,0,1,0
2477,4,1,0,3,1,2,1
2478,7,1,0,5,3,1,1
2479,9,1,0,0,0,2,1
2480,8,1,0,3,4,1,1
2481,10,0,0,1,3,1,1
2482,8,1,0,2,4,2,1
2483,2,1,0,5,0,2,1
2484,2,0,0,0,5,1,1
2485,3,1,0,0,2,1,1
2486,4,0,0,6,4,1,0
2487,6,1,0,1,1,1,0
2488,5,1,0,6,3,2,1
2489,1,1,0,0,6,2,0
2490,2,0,0,6,6,4,1
2491,6,1,0,1,6,1,0
2492,6,0,0,2,1,2,1
2493,6,0,0,2,1,1,1
2494,2,0,0,4,3,2,1
2495,6,0,0,0,2,1,1
2496,4,1,0,0,1,1,1
2497,4,0,0,0,0,2,1
2498,6,1,0,5,1,2,0
2499,8,0,0,0,1,2,0
2500,3,1,0,5,2,1,1
2501,1,0,0,0,3,1,1
2502,9,1,0,6,4,3,1
2503,8,1,0,2,5,1,1
2504,6,1,0,6,5,1,1
2505,5,0,0,2,2,1,1
2506,8,1,0,2,2,2,1
2507,1,0,2,2,0,1,0
2508,2,0,2,6,0,1,1
2509,8,1,2,5,0,2,1
2510,4,0,1,2,1,4,1
2511,3,1,2,6,1,2,1
2512,7,0,2,6,6,2,1
2513,3,1,1,6,5,2,0
2514,1,1,1,1,4,1,1
2515,9,0,2,1,1,2,1
2516,6,1,2,5,5,1,0
2517,8,0,2,0,3,2,1
2518,4,0,2,2,2,1,1
2519,2,1,1,5,6,1,1
