,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
2931,638,Germany,Female,37,7,124513.66,2,1,0,158610.89
2933,588,Spain,Male,46,8,0.0,1,1,0,61931.21
2935,687,Spain,Male,35,8,100988.39,2,1,0,22247.27
2937,718,Spain,Male,28,6,0.0,2,1,0,146875.86
2940,711,Spain,Female,28,5,0.0,2,1,1,93959.96
2941,555,Spain,Female,26,9,0.0,2,0,1,158918.03
2945,835,Germany,Male,20,4,124365.42,1,0,0,180197.74
2949,519,Spain,Male,39,4,111900.14,1,1,1,97577.17
2950,734,Spain,Female,37,0,152760.24,1,1,1,48990.5
2951,763,Germany,Male,31,7,143966.3,2,1,1,140262.96
2960,778,Germany,Female,29,7,123229.46,1,1,0,181221.09
2961,616,Spain,Male,31,7,76665.71,2,1,1,163809.08
2965,499,Germany,Male,36,5,131142.53,2,1,0,174918.46
2967,579,Germany,Female,39,5,117833.3,3,0,0,5831.0
2968,696,Spain,Female,36,7,0.0,2,1,1,82298.59
2971,681,Spain,Male,30,2,111093.01,1,1,0,68985.99
2972,641,Spain,Male,42,9,132657.55,1,1,0,35367.19
2974,565,Germany,Male,59,9,69129.59,1,1,1,170705.53
2977,505,Spain,Female,45,9,131355.3,3,1,0,195395.33
2980,850,Spain,Female,41,3,99945.93,2,1,0,71179.31
2981,616,Germany,Male,39,2,121704.32,2,1,0,55556.3
2982,526,Spain,Female,43,3,0.0,2,1,0,31705.19
2983,523,Germany,Male,35,8,138782.76,1,1,1,186118.93
2986,570,Germany,Male,42,0,107856.57,2,1,0,127528.84
2987,676,Germany,Female,26,1,108348.66,1,0,0,60231.74
2989,703,Spain,Female,45,1,0.0,1,1,0,182784.11
2990,491,Germany,Male,19,2,125860.2,1,0,0,129690.5
2993,745,Spain,Female,59,8,0.0,1,1,1,36124.98
2996,729,Spain,Female,45,7,91091.06,2,1,0,71133.12
3001,696,Spain,Female,43,4,0.0,2,1,1,66406.37
3002,786,Germany,Female,32,2,104336.43,2,0,0,59559.81
3004,596,Germany,Male,47,5,140187.1,2,1,1,174311.3
3011,526,Spain,Male,30,8,0.0,1,1,0,36251.0
3014,628,Spain,Male,43,3,184926.61,1,1,0,122937.57
3015,674,Germany,Male,43,8,85957.88,2,1,0,8757.39
3017,590,Spain,Female,29,2,166930.76,2,1,0,122487.73
3022,648,Spain,Female,27,7,0.0,2,1,1,163060.43
3024,648,Germany,Male,41,5,123049.21,1,0,1,5066.76
3028,697,Germany,Female,48,2,108128.96,2,1,1,103944.37
3029,605,Spain,Male,39,10,105317.73,2,1,0,138021.36
3032,495,Spain,Female,45,3,89158.94,3,1,0,135169.76
3035,817,Germany,Male,45,9,101207.75,1,0,0,88211.12
3039,829,Spain,Female,26,8,101440.36,2,1,1,19324.5
3042,835,Germany,Female,29,10,130420.2,2,0,0,106276.55
3044,649,Spain,Male,29,2,45022.23,1,1,1,173495.77
3045,621,Germany,Male,27,1,74298.43,1,1,1,52581.96
3046,658,Germany,Female,31,3,133003.03,1,0,1,146339.27
3047,784,Spain,Male,48,7,0.0,2,1,1,182609.97
3048,783,Spain,Female,37,1,136689.66,1,1,0,197890.65
3054,540,Spain,Male,67,1,88382.01,1,0,1,59457.0
3058,680,Spain,Female,58,8,0.0,2,1,1,65708.5
3061,584,Germany,Male,33,3,88311.48,2,1,1,177651.38
3064,506,Spain,Male,35,6,110046.93,2,1,0,26318.73
3067,806,Germany,Male,31,10,138653.51,1,1,0,190803.37
3070,674,Spain,Male,32,2,0.0,2,1,0,140579.17
3073,531,Germany,Female,32,0,109570.21,2,1,1,172049.84
3074,614,Germany,Female,44,6,118715.86,1,1,0,133591.11
3076,678,Germany,Female,43,2,153393.18,2,1,1,193828.27
3077,587,Germany,Male,33,6,132603.36,1,1,0,55775.72
3078,527,Spain,Female,36,6,0.0,2,1,1,102280.29
3079,757,Germany,Female,34,1,129398.01,2,0,0,44965.44
3080,468,Spain,Male,28,3,0.0,2,1,0,170661.02
3088,538,Germany,Male,25,5,62482.95,1,1,1,102758.43
3090,734,Spain,Female,43,3,55853.33,2,0,1,94811.85
3093,627,Spain,Male,41,5,100880.76,1,0,1,134665.25
3094,480,Germany,Female,25,3,174330.35,2,0,0,181647.13
3096,613,Germany,Male,59,8,91415.76,1,0,0,27965.0
3097,476,Germany,Male,30,3,134366.42,1,1,0,68343.53
3099,696,Spain,Male,60,8,88786.81,1,1,1,196858.4
3100,810,Germany,Male,35,3,96814.46,2,1,1,120511.03
3101,763,Germany,Male,32,9,160680.41,1,1,0,30886.35
3104,526,Germany,Male,31,5,145537.21,1,1,0,132404.64
3107,597,Spain,Female,30,2,119370.11,1,1,1,182726.22
3108,560,Spain,Female,28,1,0.0,2,1,1,120880.72
3109,850,Germany,Female,47,10,134381.52,1,0,0,26812.89
3110,546,Germany,Female,74,8,114888.74,2,1,1,66732.63
3111,623,Germany,Male,42,1,149332.48,2,1,0,100834.22
3117,721,Spain,Male,43,3,88798.34,1,0,0,45610.63
3119,680,Germany,Female,51,5,143139.87,1,0,0,47795.43
3120,590,Spain,Female,23,7,0.0,2,1,0,196789.9
3121,634,Germany,Male,27,3,107027.52,1,1,0,173425.68
3125,736,Spain,Female,26,4,135889.13,1,1,1,165692.03
3127,776,Germany,Male,33,8,115130.34,1,0,0,129525.5
3128,832,Spain,Female,34,6,138190.13,2,0,1,146511.2
3129,631,Germany,Male,37,9,131519.49,2,1,1,51752.18
3130,795,Spain,Female,56,5,0.0,1,1,0,35418.69
3131,648,Germany,Female,39,3,126935.98,2,0,1,57995.74
3140,653,Spain,Male,30,4,0.0,2,1,0,120736.04
3141,710,Germany,Female,24,2,110407.44,2,0,0,15832.43
3143,619,Germany,Female,41,8,142015.76,2,1,0,114323.66
3144,648,Spain,Male,55,1,81370.07,1,0,1,181534.04
3145,482,Germany,Female,48,2,69329.47,1,0,0,102640.52
3147,752,Spain,Male,44,6,83870.33,1,1,0,178722.24
3149,643,Spain,Female,34,8,117451.47,1,1,0,65374.86
3150,573,Germany,Female,35,9,206868.78,2,0,1,102986.15
3155,641,Spain,Male,32,7,0.0,2,1,1,24267.28
3156,692,Germany,Female,41,8,130701.29,1,1,0,59354.24
3157,574,Spain,Male,34,5,0.0,2,0,0,28269.86
3161,470,Spain,Male,34,9,0.0,2,0,1,89013.67
3162,608,Spain,Male,34,7,86656.13,1,0,1,59890.29
3163,649,Germany,Female,37,8,114737.26,1,1,1,106655.88
3166,555,Germany,Male,62,4,119817.33,1,0,1,43507.1
3169,677,Spain,Male,40,5,0.0,2,1,0,88947.56
3170,850,Germany,Female,35,2,80931.75,1,0,0,12639.67
3172,665,Germany,Male,32,1,132178.67,1,0,0,11865.76
3174,577,Spain,Male,43,6,0.0,2,1,1,149457.81
3176,722,Germany,Male,29,1,107233.85,2,1,0,24924.92
3181,575,Spain,Female,37,9,133292.45,1,1,0,111175.09
3184,667,Germany,Male,55,9,154393.43,1,1,1,137674.96
3185,652,Germany,Female,45,9,110827.49,1,1,1,153383.54
3186,637,Germany,Female,36,10,145750.45,2,1,1,96660.76
3187,516,Spain,Female,45,8,109044.3,1,0,1,115818.16
3192,554,Spain,Male,66,8,0.0,2,1,1,116747.62
3195,697,Germany,Male,29,0,172693.54,1,0,0,141798.98
3197,599,Spain,Male,36,4,0.0,2,0,0,13210.56
3200,635,Spain,Male,24,4,140197.18,1,1,1,142935.83
3204,547,Germany,Male,50,3,81290.02,3,0,1,177747.03
3206,515,Germany,Male,60,9,113715.36,1,1,0,18424.24
3207,667,Spain,Male,56,2,168883.08,1,0,1,18897.78
3208,607,Germany,Male,36,8,143421.74,1,1,0,97879.02
3210,606,Spain,Female,53,1,109330.06,1,1,1,75860.01
3211,686,Germany,Female,27,1,115095.88,2,0,0,78622.46
3213,827,Spain,Male,46,1,183276.32,1,1,1,13460.27
3216,579,Germany,Male,31,6,139729.54,1,0,1,135815.38
3217,598,Spain,Female,56,4,98365.33,1,1,1,44251.33
3219,505,Germany,Female,37,10,122453.97,2,1,1,52693.99
3220,576,Germany,Male,30,7,132174.41,2,0,0,93767.03
3221,555,Spain,Female,24,2,0.0,2,0,1,197866.55
3223,776,Spain,Male,39,2,104349.45,1,0,0,79503.05
3224,645,Germany,Female,41,2,138881.04,1,1,0,129936.53
3225,850,Germany,Female,32,0,116968.91,1,0,0,175094.62
3226,603,Germany,Male,35,1,105346.03,2,1,1,130379.5
3233,595,Spain,Male,36,6,85768.42,1,1,1,24802.77
3235,684,Spain,Male,34,9,100628.0,2,1,1,190263.78
3236,673,Spain,Female,32,0,0.0,1,1,1,72873.33
3237,802,Spain,Male,38,7,0.0,2,0,1,57764.65
3239,762,Spain,Female,19,6,0.0,2,1,0,55500.17
3241,621,Germany,Female,31,8,100375.39,1,1,1,90384.26
3244,631,Germany,Female,32,2,146810.99,2,1,1,180990.29
3245,514,Germany,Female,45,3,109032.23,1,0,1,155407.21
3247,791,Spain,Male,25,7,0.0,1,1,0,89666.28
3251,850,Germany,Male,43,0,108508.82,3,1,0,184044.8
3254,552,Germany,Male,50,4,121175.56,1,1,0,117505.07
3256,735,Spain,Male,38,7,86131.71,2,0,0,93478.96
3258,698,Germany,Female,36,7,121263.62,1,1,1,13387.88
3260,688,Spain,Female,33,2,0.0,1,0,0,27557.18
3262,511,Germany,Male,48,6,149726.08,1,0,0,88307.87
3266,537,Spain,Male,30,1,103138.17,1,1,1,96555.42
3267,707,Germany,Female,40,3,109628.44,1,1,0,189366.03
3269,664,Germany,Male,33,7,97286.16,2,1,0,143433.33
3271,584,Spain,Male,32,9,85534.83,1,0,0,169137.24
3273,560,Spain,Female,43,4,95140.44,2,1,0,123181.44
3276,794,Germany,Female,54,1,75900.84,1,1,1,192154.66
3279,652,Spain,Male,37,7,0.0,2,1,0,68789.93
3283,635,Germany,Female,48,4,81556.89,2,1,0,191914.37
3285,735,Germany,Female,43,9,98807.45,1,0,0,184570.04
3289,773,Spain,Female,23,8,0.0,2,1,0,56759.79
3294,528,Germany,Male,39,0,127631.62,1,0,1,22197.8
3295,754,Spain,Female,19,9,0.0,1,1,0,189641.11
3296,568,Germany,Female,26,10,109819.16,2,1,0,154491.39
3297,592,Spain,Female,41,2,138734.94,1,1,0,90020.74
3298,558,Germany,Male,25,10,111363.1,2,1,0,197264.35
3300,677,Germany,Male,28,0,143988.0,2,1,0,8755.69
3302,593,Spain,Male,35,4,161637.75,1,1,1,20008.46
3304,601,Germany,Male,35,8,71553.83,1,1,0,177384.45
3310,506,Spain,Male,50,3,0.0,2,1,0,12016.79
3311,513,Spain,Male,72,3,98903.06,1,1,1,81251.24
3314,608,Spain,Female,63,3,139529.93,2,1,1,175696.16
3323,487,Spain,Female,31,1,0.0,2,1,0,158750.13
3324,808,Spain,Male,47,8,139196.0,1,0,1,74028.36
3326,637,Germany,Male,50,4,126345.55,1,0,1,17323.0
3327,802,Spain,Male,40,5,0.0,2,1,1,175043.69
3333,619,Germany,Female,41,5,92467.58,1,1,0,38270.47
3335,581,Spain,Female,31,6,0.0,2,1,0,188377.21
3336,690,Spain,Male,36,10,0.0,2,1,0,55902.93
3337,579,Spain,Male,56,4,99340.83,1,0,0,4523.74
3338,688,Spain,Female,24,3,0.0,2,1,1,102195.16
3339,599,Spain,Female,28,4,126833.79,2,1,0,60843.09
3340,729,Germany,Male,29,5,109676.52,1,1,1,25548.47
3342,712,Germany,Male,53,6,134729.99,2,1,1,132702.64
3344,565,Germany,Male,33,8,130368.31,2,1,0,105642.43
3349,665,Germany,Female,45,5,155447.65,2,1,0,51871.95
3350,670,Spain,Male,35,2,124268.64,2,0,1,84321.03
3351,474,Germany,Female,34,9,176311.36,1,1,0,160213.27
3355,660,Germany,Male,24,5,85089.3,1,1,1,71638.0
3356,687,Germany,Male,41,10,134318.21,2,1,1,198064.52
3357,658,Germany,Male,29,5,75395.53,2,0,1,54914.92
3358,705,Germany,Female,33,5,116765.7,1,0,0,190659.17
3359,739,Spain,Male,60,4,0.0,1,1,1,51637.67
3361,602,Germany,Female,48,7,76595.08,2,0,0,127095.14
3363,747,Germany,Male,38,2,129728.6,1,1,0,89289.54
3365,671,Spain,Female,34,5,130929.02,4,1,1,28238.25
3366,640,Germany,Female,74,2,116800.25,1,1,1,34130.43
3367,581,Germany,Male,40,0,101016.53,1,0,1,7926.35
3370,698,Spain,Female,47,6,0.0,1,1,0,50213.81
3371,742,Germany,Female,43,6,97067.69,1,0,1,60920.03
3374,735,Spain,Male,55,2,103176.62,1,0,1,163516.16
3376,644,Germany,Female,40,4,77270.08,2,1,1,115800.1
3377,665,Germany,Female,37,3,111911.63,1,1,1,110359.68
3378,529,Germany,Male,72,5,94216.05,1,1,1,78695.68
3379,803,Spain,Female,45,7,0.0,2,1,1,128378.04
3380,604,Spain,Female,26,3,0.0,2,1,0,155248.62
3382,655,Germany,Female,72,5,138089.97,2,1,1,99920.41
3383,698,Germany,Male,39,9,133191.19,2,0,1,53289.49
3386,766,Spain,Male,41,6,99208.46,2,1,0,62402.38
3387,537,Germany,Male,84,8,92242.34,1,1,1,186235.98
3388,599,Germany,Male,25,7,108380.72,1,1,1,79005.95
3389,420,Spain,Female,55,4,91893.32,1,1,0,144870.28
3392,623,Germany,Male,33,8,96759.42,1,1,1,174777.98
3406,632,Spain,Female,29,7,80922.75,1,1,0,7820.78
3408,832,Germany,Female,40,9,107648.94,2,1,1,134638.97
3409,598,Germany,Female,46,7,131769.04,1,0,0,184980.23
3410,430,Germany,Male,36,1,138992.48,2,0,0,122373.42
3412,582,Germany,Male,26,6,114450.32,1,1,1,14081.64
3415,578,Spain,Male,40,6,63609.92,1,0,0,74965.61
3422,679,Germany,Male,35,1,130463.55,2,1,1,37341.17
3423,493,Spain,Male,32,8,46161.18,1,1,1,79577.4
3424,688,Spain,Male,42,5,0.0,2,0,0,197602.29
3425,769,Germany,Male,43,4,110182.54,2,1,1,87537.32
3426,581,Spain,Male,49,10,0.0,2,0,0,41623.59
3429,731,Germany,Female,43,9,79120.27,1,0,0,548.52
3433,587,Germany,Female,37,6,104414.03,1,1,0,192026.02
3435,676,Germany,Female,34,4,89437.03,1,1,1,189540.95
3442,850,Germany,Female,30,8,154870.28,1,1,1,54191.38
3443,597,Spain,Female,46,4,0.0,2,1,0,58667.16
3444,436,Spain,Male,43,5,0.0,2,1,1,35687.43
3445,660,Germany,Male,28,1,118402.25,2,1,0,14288.93
3447,646,Germany,Male,32,8,105397.8,1,1,0,78111.84
3448,560,Spain,Female,31,5,125341.69,1,1,0,79547.39
3449,710,Germany,Male,49,10,129164.88,1,1,1,193266.72
3453,619,Germany,Male,40,9,103604.31,2,0,0,140947.05
3457,657,Spain,Male,36,8,188241.05,2,0,0,183058.51
3460,470,Germany,Male,39,5,117469.91,2,0,0,63705.9
3461,781,Spain,Male,35,4,80790.74,1,1,0,116429.51
3463,600,Germany,Male,43,8,133379.41,1,1,0,177378.66
3464,697,Spain,Female,37,7,168066.87,1,1,0,35450.53
3465,692,Germany,Female,43,2,69014.49,2,0,0,164621.43
3467,538,Germany,Female,42,1,98548.62,2,0,1,94047.75
3469,679,Spain,Female,26,3,76554.06,1,1,1,184800.27
3474,720,Spain,Male,33,6,97188.62,1,0,0,91881.29
3476,746,Spain,Male,30,1,112666.67,1,0,0,11710.4
3477,623,Spain,Female,40,7,0.0,1,1,1,25904.12
3480,588,Germany,Female,30,0,110148.49,1,1,0,5790.9
3481,729,Spain,Female,34,9,53299.96,2,1,1,42855.97
3482,543,Spain,Male,37,3,0.0,2,1,1,78915.68
3483,499,Spain,Male,39,6,0.0,2,1,1,81409.0
3484,784,Germany,Male,28,2,70233.74,2,1,1,179252.73
3486,614,Spain,Female,25,10,75212.28,1,1,0,58965.04
3488,587,Spain,Female,35,3,83286.56,1,1,0,125553.52
3489,593,Spain,Male,43,10,0.0,2,0,0,53478.02
3491,570,Germany,Male,35,6,85668.59,1,1,0,105525.36
3493,632,Spain,Male,47,3,0.0,2,1,0,178822.32
3495,591,Germany,Male,46,4,129269.27,1,1,0,163504.33
3501,646,Germany,Female,30,10,100548.67,2,0,0,136983.77
3502,735,Germany,Male,46,2,106344.95,1,1,0,114371.33
3506,445,Spain,Male,45,10,0.0,2,0,1,90977.48
3512,806,Spain,Male,18,3,0.0,2,1,1,86994.54
3514,643,Spain,Female,32,2,0.0,1,0,0,131301.74
3515,584,Spain,Female,37,8,0.0,2,0,1,100835.19
3517,771,Spain,Male,18,1,0.0,2,0,0,41542.95
3519,661,Spain,Female,41,5,28082.95,1,1,0,69586.27
3521,627,Spain,Male,49,4,111087.5,1,0,1,146680.25
3525,625,Germany,Male,31,4,77743.01,2,1,0,75335.68
3530,453,Spain,Female,42,5,0.0,3,1,0,83008.49
3532,778,Germany,Female,37,0,105617.73,2,1,1,133699.82
3534,677,Germany,Female,44,4,148770.61,2,1,1,191057.76
3535,662,Spain,Male,37,5,94901.09,1,1,1,48233.75
3538,554,Germany,Female,43,2,120847.11,1,1,0,7611.61
3541,838,Spain,Female,67,4,103267.8,1,1,1,78310.04
3542,692,Spain,Female,34,4,109699.08,1,1,1,37898.91
3544,731,Spain,Male,33,1,0.0,1,1,0,130726.96
3546,542,Spain,Male,43,6,113567.94,1,1,0,89543.25
3547,662,Spain,Female,35,6,0.0,2,0,0,2423.9
3548,770,Germany,Male,37,5,141547.26,2,0,1,180326.83
3550,647,Germany,Male,51,4,131156.76,1,1,0,29883.63
3553,741,Spain,Male,40,4,104784.23,1,1,0,135163.76
3554,658,Spain,Male,36,1,0.0,2,0,1,84927.42
3561,699,Germany,Female,31,10,125837.86,2,1,0,189392.66
3562,495,Germany,Female,34,9,117160.32,1,1,1,116069.24
3563,491,Spain,Female,61,8,0.0,2,0,1,139861.53
3565,676,Spain,Female,30,5,0.0,2,0,1,157888.5
3566,746,Spain,Female,25,3,104833.79,1,0,0,71911.3
3567,470,Spain,Female,31,2,101675.22,2,1,0,45033.75
3568,714,Spain,Male,20,3,0.0,2,0,1,150465.93
3571,664,Germany,Male,36,6,71142.77,2,1,0,122433.09
3572,697,Germany,Male,31,3,108805.42,2,0,1,123825.83
3578,704,Germany,Female,39,1,124640.51,1,1,0,116511.12
3579,778,Germany,Male,31,9,182275.23,2,1,0,190631.23
3580,639,Germany,Female,41,5,98635.77,1,1,0,199970.74
3583,577,Spain,Male,43,8,79757.21,1,1,0,135650.72
3584,506,Germany,Male,28,8,53053.76,1,0,1,24577.34
3588,489,Spain,Male,40,3,221532.8,1,1,0,171867.08
3592,677,Spain,Male,56,5,123959.97,1,1,1,60590.72
3593,555,Germany,Female,62,10,114822.64,1,0,1,8444.5
3594,652,Germany,Female,37,9,145219.3,1,1,0,159132.83
3595,722,Germany,Female,32,5,106807.64,1,1,1,76998.69
3597,796,Germany,Female,40,1,99745.95,1,1,0,177524.19
3598,720,Germany,Female,37,8,156282.79,1,1,0,45985.52
3602,667,Spain,Male,77,2,0.0,1,1,1,34702.92
3605,588,Germany,Female,34,10,129417.82,1,1,0,153727.32
3609,850,Germany,Male,40,6,94607.08,1,1,0,36690.49
3612,635,Spain,Female,37,3,0.0,2,1,0,91086.73
3613,664,Germany,Male,25,6,172812.72,2,1,1,108008.65
3614,558,Germany,Female,36,0,126606.63,2,1,1,172363.52
3617,792,Germany,Female,29,4,107601.79,1,1,0,18922.18
3618,489,Germany,Female,46,8,92060.06,1,1,0,147222.95
3622,592,Spain,Male,55,8,85845.43,2,1,1,128918.42
3623,695,Germany,Male,27,6,125552.96,1,1,0,105291.26
3625,470,Spain,Male,31,4,55732.92,2,1,1,103792.53
3626,789,Germany,Female,37,6,110689.07,1,1,1,71121.04
3627,604,Spain,Female,39,7,98544.11,1,1,1,52327.57
3628,493,Germany,Female,35,8,178317.6,1,0,0,197428.64
3631,739,Spain,Male,19,5,89750.21,1,1,0,193008.52
3632,560,Spain,Female,26,3,116576.45,1,1,0,157567.37
3633,827,Germany,Female,47,8,143001.5,2,1,0,108977.5
3636,663,Spain,Male,31,4,103430.11,2,0,1,36479.27
3637,845,Spain,Female,52,0,0.0,1,1,0,31726.76
3638,555,Spain,Male,27,5,0.0,2,0,0,96398.51
3639,680,Germany,Female,48,8,115115.38,1,1,0,139558.6
3640,638,Germany,Female,39,0,122501.28,2,1,1,95007.8
3641,640,Spain,Male,62,3,0.0,1,1,1,101663.47
3653,688,Germany,Female,46,0,74458.25,1,0,1,6866.31
3654,542,Germany,Male,33,8,142871.27,2,0,0,77737.86
3655,754,Germany,Male,35,6,98585.94,2,0,1,106116.84
3660,494,Spain,Male,27,2,0.0,2,1,0,22404.64
3661,497,Germany,Male,35,7,110053.62,2,1,1,92887.06
3664,751,Germany,Female,37,0,151218.98,1,1,1,109309.29
3666,701,Spain,Female,21,9,0.0,2,1,1,26327.42
3667,525,Germany,Male,33,4,131023.76,2,0,0,55072.93
3668,666,Germany,Female,44,2,122314.5,1,0,0,68574.88
3671,646,Germany,Female,52,6,111739.4,2,0,1,68367.18
3677,631,Spain,Male,33,2,0.0,2,1,1,158268.84
3679,650,Spain,Male,25,7,160599.06,2,1,1,28391.52
3680,850,Spain,Male,22,3,0.0,1,1,1,144385.54
3682,620,Spain,Male,44,8,0.0,2,1,1,15627.51
3685,695,Spain,Female,39,5,0.0,2,0,0,102763.69
3688,679,Germany,Male,35,1,110245.13,1,1,1,178291.09
3690,670,Spain,Male,67,6,158719.57,1,1,1,118607.4
3692,613,Spain,Male,35,4,123557.65,2,0,1,170903.4
3697,745,Germany,Male,48,10,96048.55,1,1,0,74510.65
3703,739,Germany,Male,40,5,149131.03,3,1,1,60036.99
3706,629,Spain,Female,44,6,125512.98,2,0,0,79082.76
3707,652,Spain,Female,42,3,83492.07,2,1,0,37914.12
3711,762,Germany,Female,34,8,98592.88,1,0,1,191790.29
3712,639,Spain,Female,39,1,141789.15,1,1,0,92455.96
3713,709,Germany,Male,22,0,112949.71,1,0,0,155231.55
3715,817,Germany,Female,46,0,89087.89,1,0,1,87941.85
3716,665,Germany,Female,27,2,147435.96,1,0,0,187508.06
3717,646,Germany,Male,39,0,154439.86,1,1,0,171519.06
3720,473,Germany,Male,40,8,152576.25,2,1,0,73073.68
3723,715,Germany,Male,42,2,88120.97,2,1,1,21333.22
3724,772,Germany,Female,51,9,143930.92,1,0,1,46675.51
3726,749,Germany,Female,29,7,137059.05,3,1,0,102975.72
3728,675,Spain,Male,66,5,115654.47,2,1,1,131970.86
3729,730,Spain,Male,29,2,0.0,2,1,0,14174.09
3730,683,Spain,Male,38,3,126152.84,1,0,0,15378.75
3731,554,Germany,Female,51,7,105701.91,1,0,1,179797.79
3733,689,Germany,Male,67,9,157094.78,1,1,1,99490.01
3734,796,Germany,Male,40,2,113228.38,2,1,1,46415.09
3736,498,Germany,Male,37,8,108432.88,2,1,1,14865.05
3737,663,Spain,Male,27,8,0.0,1,1,1,188007.99
3738,498,Germany,Female,44,2,120702.67,2,1,1,98175.74
3741,738,Germany,Female,29,9,139106.19,1,1,0,141872.05
3742,587,Germany,Female,39,6,101851.8,2,1,0,7103.71
3743,655,Germany,Female,32,6,130935.56,1,1,0,9241.83
3744,647,Germany,Male,37,3,116509.99,1,1,1,149517.71
3745,776,Germany,Female,37,1,93124.04,2,1,1,196079.32
3746,688,Germany,Male,35,5,111578.18,1,0,0,166165.93
3751,496,Spain,Male,29,2,0.0,2,1,0,55389.59
3752,717,Spain,Female,36,2,164557.95,1,0,1,82336.73
3754,535,Spain,Male,35,8,118989.92,1,1,1,135536.72
3757,593,Spain,Female,45,6,79259.75,1,1,0,55347.28
3760,835,Spain,Male,38,7,86824.09,1,0,0,175905.97
3762,590,Germany,Female,40,2,117641.43,2,0,0,92198.05
3763,653,Germany,Female,37,3,125734.2,2,1,0,134625.09
3766,584,Spain,Male,36,4,82696.09,2,0,0,83058.14
3768,599,Spain,Male,34,2,101506.66,1,0,0,198030.24
3771,477,Germany,Male,34,8,139959.55,2,1,1,189875.83
3772,745,Spain,Male,34,7,132944.53,1,1,1,31802.92
3775,528,Germany,Male,22,5,93547.23,2,0,1,961.57
3778,579,Spain,Female,59,3,148021.12,1,1,1,74878.22
3780,595,Germany,Male,46,5,142360.62,2,1,0,48421.4
3781,596,Germany,Female,27,2,151027.56,1,1,0,170320.58
3782,431,Germany,Female,44,2,138843.7,1,1,0,37688.31
3783,647,Spain,Female,26,8,109958.15,1,1,1,136592.24
3785,752,Germany,Female,45,3,105426.5,2,0,1,89773.45
3786,710,Germany,Female,41,9,149155.53,2,1,0,42131.26
3787,638,Germany,Male,27,4,135096.05,1,1,1,186523.72
3788,660,Germany,Male,28,2,170890.05,2,1,0,41758.9
3789,609,Spain,Female,45,4,89122.3,1,1,1,199256.98
3790,596,Spain,Female,54,0,78126.28,1,1,1,153482.91
3793,727,Germany,Male,58,5,106913.43,1,1,0,25881.0
3798,700,Spain,Female,43,0,0.0,2,1,0,59475.35
3799,458,Spain,Female,35,5,166492.48,1,1,0,135287.74
3801,699,Spain,Male,31,6,114493.68,1,0,0,138396.32
3802,615,Germany,Female,44,9,126104.98,2,0,1,110718.02
3803,850,Germany,Male,51,4,124425.99,1,0,0,118545.49
3805,668,Spain,Male,34,0,0.0,1,0,0,99984.86
3806,594,Spain,Female,38,10,0.0,2,1,0,58332.91
3808,701,Germany,Male,41,0,150844.94,1,0,1,127623.36
3809,664,Spain,Male,35,1,115024.5,1,0,1,169665.79
3813,703,Spain,Male,73,5,137761.55,1,1,1,159677.46
3817,682,Germany,Female,29,6,101012.77,1,0,0,32589.89
3819,553,Germany,Male,46,3,82291.1,1,1,0,112549.99
3821,608,Spain,Female,56,5,0.0,2,0,1,153810.41
3825,548,Spain,Male,44,8,0.0,1,1,0,16989.77
3827,794,Germany,Male,57,3,117056.46,1,1,0,93336.93
3828,497,Germany,Female,55,7,131778.66,1,1,1,9972.64
3832,555,Spain,Female,35,1,0.0,2,1,0,101667.0
3833,609,Germany,Male,38,6,140752.06,2,0,1,171430.16
3834,734,Spain,Female,39,6,92126.26,2,0,0,112973.34
3835,718,Germany,Female,39,7,93148.74,2,1,1,190746.38
3836,645,Spain,Female,49,5,110132.55,3,0,1,187689.91
3837,598,Spain,Female,23,6,0.0,2,1,0,153229.19
3838,628,Germany,Male,50,4,122227.71,1,0,1,14217.77
3839,629,Germany,Male,40,2,121647.54,2,1,1,64849.74
3840,739,Germany,Male,58,1,110597.76,1,0,1,160122.66
3843,783,Spain,Male,38,1,0.0,3,1,1,80178.54
3848,560,Germany,Male,41,4,152532.3,1,0,0,10779.69
3849,646,Spain,Male,32,1,0.0,2,1,0,183289.22
3853,654,Germany,Male,43,9,84673.17,2,0,1,82081.35
3854,687,Germany,Male,33,9,135962.4,2,1,0,121747.96
3855,708,Germany,Male,32,3,151691.44,2,1,1,172810.51
3856,679,Germany,Female,32,0,88335.05,1,0,0,159584.81
3862,653,Spain,Female,36,3,0.0,2,0,0,110525.6
3864,620,Germany,Male,40,5,108197.11,2,1,0,49722.34
3871,570,Spain,Male,21,7,116099.82,1,1,1,148087.62
3873,530,Spain,Male,37,4,0.0,2,1,1,164844.37
3874,813,Germany,Female,25,5,123616.43,1,0,1,132959.33
3875,704,Spain,Female,37,9,155619.58,1,1,1,135088.58
3876,565,Germany,Male,31,2,89558.39,2,1,1,4441.54
3877,645,Spain,Male,45,4,0.0,1,0,1,174916.85
3878,526,Germany,Female,32,6,131938.92,2,1,1,1795.93
3885,642,Germany,Female,56,6,103244.86,2,1,0,143049.72
3886,710,Germany,Male,34,8,147833.3,2,0,1,1561.58
3890,670,Germany,Female,33,9,84521.48,2,0,1,198017.05
3891,723,Germany,Female,28,5,91938.31,1,1,0,143481.85
3892,549,Germany,Male,45,6,124240.93,1,1,1,146372.51
